Run,Event,Type1,E1,px1 ,py1,pz1,pt1,eta1,phi1,Q1,Type2,E2,px2,py2,pz2,pt2,eta2,phi2,Q2,M
148864,317260133,G,10.5288,-3.66995,-3.5693,-9.19983,5.11942,-1.34901,-2.3701,-1,G,9.64459,5.91177,-2.43132,7.22126,6.39221,0.970177,-0.390182,1,19.0268
148864,317270381,G,23.2465,-3.27185,-22.1712,6.17438,22.4113,0.272131,-1.71731,-1,T,6.47609,-2.36357,-4.94406,3.4494,5.47998,0.593918,-2.01674,-1,4.88074
148864,317302509,G,12.8016,-0.207208,-4.56566,11.9575,4.57036,1.68959,-1.61615,1,G,5.71934,3.66205,3.1608,3.04933,4.83749,0.594678,0.712063,1,10.1937
148864,317380581,G,22.8953,-2.58651,-3.5133,-22.4756,4.36272,-2.34177,-2.20541,-1,G,9.73465,-2.49762,1.89865,-9.21462,3.13736,-1.79835,2.49161,1,5.65608
148864,317391333,G,10.4016,1.71409,-10.1512,-1.48252,10.2949,-0.143512,-1.40352,1,G,5.60666,-0.0979066,-5.58652,0.452331,5.58738,0.0808675,-1.58832,-1,2.21723
148864,317401117,G,18.0048,4.35719,3.15688,-17.1817,5.38062,-1.87785,0.626995,1,G,8.64399,1.58727,-3.82806,-7.58511,4.14409,-1.36508,-1.17773,1,7.80872
148864,317418389,G,16.7281,5.74126,-3.9013,-15.2196,6.94134,-1.52659,-0.596849,-1,G,22.9294,5.61145,-0.0398469,22.2319,5.61159,2.0854,-0.00710087,-1,37.1366
148864,317433877,G,14.1599,3.32234,-4.94316,12.846,5.9559,1.51166,-0.979036,-1,G,17.0807,1.32106,-4.13811,16.5188,4.34386,2.04574,-1.26178,1,3.10745
148864,317448597,G,5.62645,-4.20241,3.51837,-1.26751,5.4808,-0.22925,2.44456,1,T,4.83206,-1.32358,0.661318,-4.59875,1.47959,-1.85209,2.67823,-1,5.19242
148864,317491685,G,8.06239,-5.52409,3.0629,-5.0094,6.3164,-0.727255,2.63533,1,G,4.49417,-1.78145,3.50632,-2.17221,3.93292,-0.527508,2.04088,-1,3.09291
148864,317501933,G,12.397,-1.16249,-2.90725,-11.9946,3.13105,-2.05285,-1.95118,1,G,11.9569,-0.25393,4.43087,11.1022,4.43814,1.6478,1.62804,-1,24.2485
148864,317502853,G,17.5525,1.16815,-9.37389,-14.7934,9.4464,-1.23084,-1.44682,1,T,5.71283,1.21323,-2.13477,-5.15714,2.45544,-1.48761,-1.054,1,2.26523
148864,317566469,G,19.0024,7.17568,-3.81314,17.177,8.12591,1.49343,-0.488449,-1,G,18.5026,4.35547,-1.46341,17.9227,4.59475,2.07034,-0.324143,1,3.71828
148864,317569093,G,10.4135,-3.34644,-5.93174,-7.87688,6.8106,-0.987865,-2.08444,1,G,15.5661,-1.35953,-8.94871,-12.6636,9.05139,-1.13744,-1.72157,-1,3.07523
148864,317577285,G,14.6134,-6.76852,-2.22978,-12.7576,7.12635,-1.34567,-2.82336,1,G,10.0335,2.59852,-1.85169,9.51207,3.19078,1.81246,-0.619128,1,23.7253
148864,317601341,G,11.0919,3.44044,6.02475,8.65358,6.93788,1.0459,1.05193,1,G,5.98732,2.19569,-3.67832,4.18159,4.28382,0.864398,-1.03264,1,9.47026
148864,317607733,G,14.5037,-2.85489,-1.53695,-14.1362,3.24232,-2.1785,-2.64773,-1,T,8.65345,-0.34694,-3.05831,-8.08687,3.07793,-1.69353,-1.68376,1,3.31943
148864,316469830,G,16.2957,-1.16726,-6.63466,-14.8377,6.73656,-1.53072,-1.74495,-1,G,5.27929,-1.35634,3.00688,4.12054,3.29863,1.04707,1.99455,1,18.196
148864,316474990,G,22.3565,4.9732,-2.63143,21.6367,5.62647,2.05655,-0.486674,1,G,12.8319,-4.95793,-3.26154,11.3767,5.93453,1.4059,-2.55972,1,10.6592
148864,316481758,G,7.96165,4.04982,1.82201,-6.60726,4.4408,-1.18801,0.42277,1,G,5.79694,-3.33889,-4.41489,1.71871,5.53529,0.305716,-2.2183,-1,12.5767
148864,316501742,G,9.67399,1.09188,3.18181,-9.06966,3.36395,-1.71771,1.24022,1,G,8.40662,-2.57868,3.52622,7.18166,4.36851,1.27205,2.20221,1,16.6173
148864,316524838,G,20.0711,-5.44611,-1.27298,-19.2758,5.59291,-1.95091,-2.91197,-1,G,5.44449,4.26504,2.71196,2.02137,5.05424,0.389976,0.566368,-1,18.7046
148864,316542238,G,6.99646,-2.57845,-6.00758,-2.48995,6.53754,-0.372215,-1.97622,1,T,6.38579,1.82536,2.61317,5.53232,3.18757,1.31873,0.961062,1,12.5594
148864,316576422,G,10.936,0.344151,-3.0387,10.4992,3.05813,1.94721,-1.45802,1,T,3.39099,-1.01888,-0.252385,3.2227,1.04968,1.84041,-2.89877,-1,2.38453
148864,316577862,G,10.7342,5.49795,-2.5937,-8.84636,6.07904,-1.16967,-0.440799,-1,G,19.6095,-4.98036,-12.9754,-13.8331,13.8984,-0.878047,-1.93729,-1,12.7952
148864,316586262,G,14.921,6.42497,-1.21102,13.4119,6.53811,1.46636,-0.186301,-1,G,7.20027,-4.64771,-2.97762,-4.62227,5.51973,-0.761613,-2.57181,1,19.7836
148864,316590078,G,7.62924,1.3057,-3.198,6.80162,3.45428,1.4297,-1.18317,-1,G,3.68816,0.176527,-3.37054,1.48311,3.37516,0.426382,-1.51847,1,3.75551
148864,316651878,G,6.21793,2.09288,-1.14814,-5.74048,2.38713,-1.61127,-0.501763,-1,G,35.5534,-15.8422,4.93253,-31.444,16.5924,-1.39571,2.83975,-1,12.6012
148864,316675862,G,18.9129,2.71711,7.18067,17.2841,7.67755,1.55067,1.20905,-1,T,5.04435,2.0299,0.878863,-4.53227,2.21199,-1.46532,0.408593,-1,17.9958
148864,316730214,G,9.75492,-2.92149,-2.89626,8.84443,4.1138,1.50875,-2.36053,1,G,13.8411,-0.757188,-7.48904,11.6148,7.52722,1.21841,-1.67156,-1,4.09893
148864,316745358,G,13.3228,1.62214,2.74284,-12.9357,3.18662,-2.10902,1.03672,-1,G,4.27509,3.25227,-2.69675,0.644587,4.22489,0.151983,-0.692288,1,11.6127
148864,316778942,G,9.8842,-4.04195,-1.5077,-8.89246,4.31399,-1.47072,-2.78457,-1,G,5.19568,-3.8747,-0.88619,-3.34445,3.97474,-0.76469,-2.91675,1,3.04254
148864,316788430,G,6.80344,3.31074,-0.318112,5.93409,3.32599,1.34272,-0.0957906,-1,G,10.2863,3.42243,2.9988,9.22449,4.55037,1.45573,0.71952,1,3.12336
148864,316836390,G,14.4957,-2.27285,-1.20509,14.2653,2.57256,2.4141,-2.65407,1,G,31.0328,3.94978,-21.7672,21.7626,22.1226,0.86982,-1.39129,-1,15.6302
148864,316866894,G,45.7747,8.97575,-8.71786,44.0312,12.5126,1.97091,-0.770823,-1,T,4.39342,0.0547946,-1.14491,4.23995,1.14622,2.01902,-1.52297,-1,2.81271
148864,316867582,G,7.23624,-7.13168,0.951549,0.7653,7.19488,0.106168,3.00895,1,G,9.49385,-8.4772,0.26673,4.26473,8.4814,0.483745,3.11014,-1,3.07787
148864,316877678,G,16.5804,-1.56548,-2.58504,16.3023,3.02212,2.38698,-2.11532,1,G,7.15439,2.42646,-2.72605,6.15264,3.64953,1.29363,-0.843477,-1,5.49238
148864,316889734,G,7.04016,-1.8318,-5.64452,-3.78636,5.93432,-0.601173,-1.8846,1,T,3.48343,-0.59983,-0.909522,-3.30698,1.08951,-1.82955,-2.15382,1,3.40032
148864,316974566,G,31.1798,-3.50339,5.34996,-30.5168,6.39499,-2.26671,2.15057,1,G,8.98486,3.79045,-0.758957,-8.11006,3.86568,-1.48661,-0.197615,-1,10.0004
148864,316992870,G,6.28157,-2.76875,-1.74548,-5.36044,3.27302,-1.26883,-2.5791,-1,G,7.13464,0.211393,3.47858,-6.22468,3.48499,-1.34369,1.5101,1,6.01962
148864,316998702,G,15.9002,4.09409,2.21666,-15.203,4.65566,-1.89922,0.496238,1,T,8.24007,1.30001,-0.725962,-8.10373,1.48897,-2.39572,-0.509292,-1,2.86914
148864,317018174,G,15.19,-9.28612,0.0112595,-12.0206,9.28613,-1.07507,3.14038,-1,G,4.1646,-3.56468,2.02366,-0.72842,4.09904,-0.176783,2.62526,-1,6.54076
148864,317020774,G,6.56769,3.38396,-4.61884,3.21535,5.72581,0.535579,-0.938496,-1,G,7.7729,-5.70845,-0.780912,5.21637,5.76162,0.81285,-3.00564,1,9.99989
148864,317063398,G,17.6842,2.98009,0.807489,-17.4123,3.08755,-2.43071,0.264607,-1,T,6.71708,-0.669323,1.1244,6.58754,1.30854,2.31914,2.10773,-1,21.6605
148864,317128934,G,13.4403,4.5705,-0.287334,-12.6357,4.57953,-1.7394,-0.0627844,1,G,9.61263,5.26807,1.04,-7.97228,5.36975,-1.18623,0.194909,-1,3.06409
148864,317178598,G,11.7371,4.76481,0.34122,-10.7205,4.77701,-1.54779,0.0714906,-1,G,6.3328,2.45446,1.98916,5.48744,3.15929,1.31939,0.681066,1,15.5431
148864,317230518,G,10.4667,0.586199,-3.63163,-9.79833,3.67864,-1.70633,-1.41076,-1,G,12.0862,2.71254,-1.52876,-11.6777,3.11368,-2.03234,-0.513216,1,3.14601
148864,317260894,G,7.96975,1.08134,-3.19455,-7.2202,3.3726,-1.5049,-1.24441,1,G,9.94831,-3.31924,3.33104,-8.7661,4.70247,-1.38118,2.35442,-1,7.77614
148864,317269286,G,13.4293,2.25838,-2.18987,13.0552,3.14576,2.13049,-0.769998,-1,T,5.8413,2.99777,0.295815,5.00355,3.01233,1.28089,0.0983601,1,3.74457
148864,317266606,G,13.2765,-0.406652,-5.942,-11.8652,5.9559,-1.44013,-1.63913,-1,G,6.73074,0.574034,-4.69765,-4.7848,4.7326,-0.889151,-1.4492,1,3.13675
148864,317256142,G,10.6052,5.49489,0.367533,9.06254,5.50717,1.2729,0.0667868,-1,G,10.5918,6.19533,2.47719,8.22529,6.67223,1.03678,0.380375,1,2.38469
148864,317285094,G,13.4026,-4.39773,0.78957,-12.6354,4.46805,-1.76259,2.96394,1,T,16.9058,-3.78754,2.68078,-16.2561,4.64026,-1.96662,2.52566,1,2.19788
148864,317309334,G,21.2227,-4.2128,5.03644,-20.1811,6.56608,-1.84145,2.26738,-1,G,5.32143,0.498942,-4.09688,3.35754,4.12715,0.743195,-1.44961,1,20.1713
148864,317327518,G,5.38531,3.72324,0.519921,-3.85455,3.75937,-0.899165,0.138745,1,G,8.76383,-1.79527,6.46902,5.63226,6.71351,0.762791,1.8415,1,12.0198
148864,317368422,G,14.6549,2.96101,9.78838,-10.4965,10.2264,-0.899922,1.27704,1,T,6.0826,-0.300334,1.07252,-5.97883,1.11378,-2.38218,1.84383,1,5.79409
148864,317404134,G,8.39047,2.21645,5.11922,-6.26657,5.57844,-0.965966,1.1622,-1,G,12.1678,-2.07633,-6.79967,9.87412,7.10962,1.13148,-1.86716,-1,20.1689
148864,317405670,G,7.85696,-1.69942,-0.797437,7.62867,1.87722,2.11008,-2.70285,-1,G,8.10123,-6.64862,-4.60566,-0.450022,8.08803,-0.0556118,-2.53577,-1,10.2102
148864,317413502,G,14.0884,-4.24182,8.7756,-10.1719,9.74701,-0.911863,2.02105,1,G,14.941,-9.38634,-0.0288142,11.6241,9.38639,1.04033,-3.13852,-1,24.0492
148864,317450270,G,12.7459,-6.14377,-2.67875,-10.8409,6.70236,-1.25821,-2.73043,1,G,4.66373,2.65139,2.17869,-3.15637,3.4317,-0.82349,0.687843,-1,9.73266
148864,317455398,G,14.5974,3.49396,-0.404079,14.167,3.51725,2.10145,-0.115139,1,G,6.87832,-1.35857,4.54778,4.97716,4.74637,0.915342,1.86109,1,8.54286
148864,317450334,G,13.0712,8.87295,-0.387165,9.58993,8.88139,0.936675,-0.0436066,-1,T,6.05369,4.01626,-1.58436,4.24211,4.31747,0.868978,-0.375745,-1,2.10208
148864,317465166,G,14.6754,-3.31708,2.11762,14.1375,3.9354,1.9908,2.57342,1,G,15.2372,-3.64542,5.25267,13.8304,6.39372,1.5143,2.17749,-1,3.12404
148864,317498654,G,42.2158,10.3056,-4.99392,-40.6327,11.4519,-1.97886,-0.451237,-1,T,10.7313,1.73119,-2.00777,-10.3982,2.65107,-2.07568,-0.859237,-1,2.31041
148864,317524086,G,9.13761,-2.35759,3.41655,-8.13964,4.15103,-1.426,2.17481,1,G,10.9658,3.12076,7.17123,7.68583,7.82085,0.869114,1.16034,-1,17.0663
148864,317527910,G,21.8467,2.72773,-21.5916,1.90446,21.7633,0.0873966,-1.44513,1,T,6.83404,2.88735,-6.19074,0.175661,6.83097,0.0257126,-1.13439,1,3.85578
148864,317551726,G,19.1668,-4.26072,1.07672,-18.6559,4.39467,-2.15251,2.89407,-1,G,8.72366,4.8317,-2.15282,-6.93621,5.28961,-1.08532,-0.419157,1,11.0199
148864,317555510,G,12.8103,1.13003,3.7121,-12.2081,3.8803,-1.86368,1.27529,1,T,10.1916,1.47587,0.962358,-10.0376,1.76191,-2.4407,0.577823,-1,2.36189
148864,317582990,G,29.3743,6.46779,-3.81211,-28.3985,7.50763,-2.04059,-0.532588,-1,G,9.32397,5.95331,7.15514,-0.536042,9.30795,-0.0575579,0.876826,1,22.2461
148864,317604846,G,18.4323,3.23185,9.34441,-15.5556,9.88751,-1.23472,1.23782,-1,G,7.29297,4.97807,0.142891,-5.32679,4.98012,-0.92975,0.0286962,1,8.26469
148864,317603222,G,16.1299,2.07081,-5.79639,14.9089,6.15519,1.61793,-1.22767,-1,T,3.63177,-0.605307,-0.990019,3.43977,1.1604,1.80709,-2.11956,-1,2.37606
148864,664255721,G,11.876,-2.45693,1.81105,11.4765,3.05228,2.0348,2.50639,-1,G,7.71534,2.54755,4.65077,5.60319,5.3028,0.920868,1.06967,-1,7.095
148864,664282689,G,8.57425,6.1383,-0.319636,-5.9771,6.14662,-0.861738,-0.0520253,-1,G,6.27273,-1.75419,5.91283,1.13899,6.16755,0.183641,1.8592,1,12.1046
148864,664352921,G,78.9928,-7.05722,-16.1706,-76.9971,17.6434,-2.17943,-1.9823,-1,T,2.66707,-1.1382,0.123645,-2.40651,1.1449,-1.48832,3.03339,-1,6.22298
148864,664364537,G,6.65372,-3.8949,5.37621,0.432425,6.63881,0.0650899,2.19776,1,G,4.65279,3.54044,-2.15816,-2.10831,4.14636,-0.488777,-0.547429,-1,10.7027
148864,664366089,G,6.81369,-2.78373,-2.93498,-5.48197,4.04515,-1.11166,-2.32975,-1,G,4.50447,-2.54374,-2.96747,-2.23666,3.90852,-0.544886,-2.27946,1,2.3028
148864,664422001,G,5.06177,-0.502949,3.45963,-3.65901,3.496,-0.913964,1.71516,-1,G,7.37798,0.74489,-3.38396,6.51286,3.46498,1.38847,-1.35413,1,12.1053
148864,664456889,G,9.1138,3.19893,-0.914435,-8.48415,3.32706,-1.66566,-0.278431,1,G,28.4562,5.2372,-0.351656,-27.9677,5.24899,-2.37485,-0.0670452,-1,3.16166
148864,664476177,G,41.2198,11.494,1.33207,39.5623,11.5709,1.94326,0.115378,1,G,9.55156,3.88367,0.989031,8.66949,4.00763,1.51435,0.249364,-1,3.09303
148864,664535169,G,33.6167,-2.60585,14.8871,-30.0275,15.1135,-1.43772,1.74408,-1,G,8.13953,1.16987,3.59498,7.20752,3.78054,1.40101,1.25619,-1,29.6509
148864,664550041,G,10.0998,-2.11324,-2.61552,-9.52305,3.36255,-1.76397,-2.25037,-1,G,12.1773,4.07673,6.01746,-9.76964,7.2684,-1.10507,0.975343,1,10.4228
148864,664588857,G,12.6847,3.99772,5.68474,-10.611,6.94968,-1.20955,0.9579,-1,G,5.57915,-0.746677,5.50846,-0.463865,5.55883,-0.08335,1.70553,1,8.66371
148864,664622121,G,13.964,-5.20719,3.46436,-12.4846,6.25433,-1.44192,2.55453,1,T,7.30041,0.291939,1.33472,7.17064,1.36628,2.36001,1.35546,-1,19.41
148864,664657521,G,7.24992,1.44304,3.08768,-6.39797,3.40825,-1.38733,1.13361,1,G,11.2981,4.25594,2.71517,10.107,5.04828,1.44456,0.567873,1,16.2518
148864,664697353,G,30.6643,-6.07361,4.95323,-29.6457,7.8373,-2.0406,2.45745,-1,T,9.04738,-1.44445,2.6404,-8.53146,3.00968,-1.76483,2.07138,-1,2.31109
148864,664693329,G,16.2547,-13.9163,-0.702074,8.36949,13.934,0.569385,-3.09119,1,T,7.53357,-6.07252,-2.21227,3.86961,6.46295,0.567742,-2.79223,1,2.83562
148864,664758113,G,18.3875,-0.240606,-8.62413,-16.2375,8.62749,-1.38961,-1.59869,1,G,4.53605,3.70136,1.73208,1.96583,4.08658,0.464193,0.437688,-1,16.1967
148864,664855001,G,14.3677,6.90542,-1.70032,12.4837,7.11168,1.32856,-0.241428,-1,G,12.4644,9.29022,-0.806972,8.2699,9.32521,0.799048,-0.086645,1,4.54574
148864,664902913,G,44.4187,-17.0901,-29.7564,28.2045,34.3149,0.749702,-2.09213,-1,T,3.66047,0.631581,-1.02868,3.4541,1.20709,1.77372,-1.02016,1,9.52547
148864,664934345,G,6.26179,2.9877,-1.394,5.32253,3.29691,1.25659,-0.436554,1,G,11.1111,0.545376,4.50741,10.1406,4.54029,1.54342,1.45039,-1,6.36664
148864,664944249,G,6.97848,-1.34159,-1.45875,6.69031,1.98187,1.93101,-2.31438,1,G,13.9049,-6.92565,11.1758,4.52473,13.1477,0.33769,2.12558,-1,12.1479
148864,664972577,G,11.4049,-2.5547,3.03191,10.6931,3.96472,1.71803,2.27098,1,G,6.2035,-1.78136,-4.7284,3.59739,5.05282,0.662434,-1.93109,1,9.17383
148864,664980273,G,7.76466,1.93017,-3.33138,-6.74205,3.85015,-1.32645,-1.04567,-1,G,10.3763,-2.57437,4.01394,-9.21504,4.76855,-1.41302,2.14107,1,8.57813
148864,664984897,G,5.84625,-1.05474,-4.91413,2.98434,5.02605,0.563479,-1.78222,1,T,5.96635,1.87061,0.721439,-5.61841,2.0049,-1.75401,0.368093,-1,10.6937
148864,664999353,G,7.19674,1.35672,2.23369,-6.70461,2.61344,-1.67126,1.02496,-1,T,5.0851,1.1903,-0.901105,-4.85986,1.49292,-1.89622,-0.647991,1,2.97378
148864,665006673,G,9.8985,-0.560229,3.47905,9.2494,3.52387,1.6926,1.73045,-1,G,10.3296,2.66841,1.26869,9.89748,2.95465,1.92362,0.443815,1,3.94824
148864,665001105,G,36.6364,-1.8189,14.0987,33.7658,14.2155,1.59989,1.6991,1,G,6.47231,3.33209,-3.83107,-4.01245,5.07739,-0.725043,-0.854944,1,29.4174
148864,665025329,G,13.012,1.78964,3.09619,12.5105,3.5762,1.96524,1.0467,1,G,7.52604,-4.19471,0.775056,6.1995,4.26572,1.16859,2.95888,1,7.13985
148864,665026769,G,14.0785,0.447733,3.01263,13.7447,3.04572,2.21212,1.42326,-1,G,5.9203,-3.63217,-1.85999,4.28795,4.08072,0.916832,-2.66832,-1,7.95654
148864,665049049,G,6.97899,2.62547,2.32934,-6.03127,3.50983,-1.31011,0.725703,1,G,6.47251,1.61562,3.83506,-4.95623,4.16148,-1.01018,1.17208,-1,2.0569
148864,665058081,G,13.0891,0.15729,3.02709,12.7329,3.03118,2.14226,1.51888,-1,G,33.7908,5.22465,7.67338,32.4904,9.28319,1.9657,0.973018,1,3.01883
148864,665076121,G,13.571,-3.14149,-3.03098,12.8493,4.3653,1.80043,-2.3741,-1,G,16.7752,-4.30236,-6.17229,14.993,7.5238,1.44038,-2.17954,1,2.36395
148864,665108689,G,9.14364,-2.67229,5.28224,6.96792,5.91973,1.00121,2.03915,1,G,7.53214,-3.96382,2.73799,5.78909,4.81751,1.01705,2.53711,-1,2.64171
148864,665193705,G,10.1191,-3.03305,-3.20137,9.10695,4.41001,1.47236,-2.3292,1,G,12.7624,5.46808,5.08552,10.3491,7.46742,1.12976,0.749164,-1,11.6423
148864,665204065,G,13.7785,2.89051,1.74448,13.3581,3.37613,2.08414,0.543004,1,G,12.3008,5.15469,2.25586,10.9379,5.6267,1.41828,0.412522,-1,3.01763
148864,664370210,G,53.7117,-15.4334,11.6567,50.1086,19.3408,1.68044,2.49471,-1,T,18.5264,-4.15119,3.92335,17.6236,5.71183,1.84513,2.3844,-1,2.09867
148864,664465490,G,11.4894,-0.131483,6.61261,-9.39418,6.61392,-1.14976,1.59068,-1,T,5.07227,2.05997,0.569263,-4.59883,2.13718,-1.50954,0.269617,-1,4.81512
148864,664480930,G,13.4234,-3.59118,-1.5523,-12.8401,3.91232,-1.90403,-2.7336,-1,T,2.89751,0.423305,0.68434,-2.78152,0.804679,-1.95375,1.01684,1,3.39787
148864,664482154,G,9.63698,-4.73922,-3.53466,-7.60961,5.91219,-1.07056,-2.50077,-1,G,13.5864,0.0514114,5.27701,12.5192,5.27726,1.59873,1.56105,1,22.1407
148864,664569882,G,10.4571,3.57773,0.0351084,9.82537,3.5779,1.73495,0.00981272,-1,G,6.56288,-2.42894,-2.24191,5.66872,3.30544,1.30839,-2.39621,1,6.58958
148864,664627834,G,15.1562,4.87844,0.50462,14.3403,4.90447,1.79411,0.103072,1,G,9.29241,-5.03635,0.942648,7.7514,5.12381,1.20185,2.95656,-1,10.3716
148864,664628250,G,40.6253,5.47408,-11.4983,38.5776,12.7349,1.82767,-1.12647,-1,T,16.9726,1.31888,-3.67912,16.5161,3.90837,2.14808,-1.22659,-1,2.38868
148864,664664034,G,7.96319,-0.818765,4.61291,6.43831,4.68501,1.12292,1.74646,1,G,9.82931,-0.129056,9.82476,0.248333,9.82561,0.0252714,1.58393,1,7.90678
148864,664678266,G,10.4622,-2.56045,0.409022,-10.1353,2.59291,-2.07236,2.98318,1,G,6.99686,-1.28862,2.66486,-6.339,2.96007,-1.50518,2.02121,-1,3.02555
148864,664724418,G,36.2523,10.6895,-32.4895,12.0161,34.2028,0.344465,-1.25294,1,T,5.59967,-0.0850034,1.74609,5.31875,1.74816,1.83179,1.61944,1,19.8363
148864,664765754,G,15.8884,1.71794,3.28404,15.4497,3.70624,2.1348,1.08883,1,T,2.90675,1.29247,-0.429155,2.56581,1.36186,1.39054,-0.320587,-1,3.38902
148864,664779162,G,34.2381,1.19969,10.3119,-32.6261,10.3815,-1.86264,1.45498,1,T,8.7171,-0.433321,1.5284,-8.57047,1.58864,-2.38707,1.84706,1,2.68568
148864,664814986,G,39.3187,-7.62749,-0.00386372,38.5716,7.62749,2.32354,-3.14109,1,G,15.8965,-4.64498,0.972167,15.1713,4.74562,1.87894,2.93528,-1,2.97844
148864,664822458,G,31.6989,6.80048,1.75062,-30.9112,7.0222,-2.18785,0.251955,-1,G,10.0007,-3.74142,-4.1334,-8.30184,5.57523,-1.18868,-2.30646,1,13.6443
148864,664823154,G,7.99162,3.20495,-2.62138,-6.83459,4.14045,-1.27554,-0.685571,1,G,7.47582,-7.27173,-1.63412,0.572914,7.45308,0.0767939,-2.92054,1,12.8602
148864,664867818,G,15.7627,1.41654,8.1264,-13.4316,8.24893,-1.26388,1.39822,1,G,5.86383,5.09263,-1.62753,-2.40616,5.34637,-0.4361,-0.309328,-1,11.5008
148864,664873986,G,12.7097,4.12605,-3.2275,-11.5794,5.23842,-1.53399,-0.663808,-1,G,6.9997,-6.37843,-2.77386,-0.778403,6.95548,-0.11168,-2.73138,1,13.9518
148864,664947450,G,15.8206,-2.61508,4.03052,15.073,4.80455,1.86097,2.14634,-1,G,7.99714,4.88616,-2.83083,5.66171,5.64696,0.883219,-0.525103,-1,11.4349
148864,664975594,G,23.4695,18.9125,-9.88034,-9.77239,21.3379,-0.443319,-0.481424,-1,G,18.4483,14.6596,10.2211,-4.57779,17.871,-0.253435,0.608865,1,20.5906
148864,664984434,G,5.10381,-4.99294,1.00955,-0.298494,5.09398,-0.0585639,2.94209,-1,G,8.56969,-5.6699,0.674469,-6.3895,5.70988,-0.963084,3.02319,1,5.06983
148864,664989202,G,12.7041,1.00206,3.88602,12.0531,4.01314,1.81953,1.31843,-1,T,4.29748,3.50034,-1.96306,-1.53337,4.01322,-0.373346,-0.511112,1,12.4266
148864,665075986,G,11.7929,1.62903,-3.16854,-11.2414,3.56277,-1.86643,-1.09591,1,T,5.48426,-0.935704,-1.05127,-5.29955,1.40738,-2.03622,-2.2981,-1,2.57126
148864,665131242,G,5.28218,-4.78256,-2.19912,-0.425759,5.26393,-0.0807944,-2.7106,1,G,5.2667,-4.10982,-0.504001,3.25305,4.14061,0.721419,-3.01957,-1,4.11145
148864,665148522,G,10.6937,0.380496,3.34077,-10.1508,3.36237,-1.82441,1.45739,-1,G,9.01653,4.59343,0.902918,7.7053,4.68133,1.2731,0.194093,1,18.4327
148864,665238610,G,23.4879,7.17976,8.37964,20.7341,11.0348,1.38816,0.862362,-1,T,5.77559,-1.05347,-0.310748,-5.66921,1.09834,-2.34365,-2.85475,1,22.9513
148864,664221019,G,20.0035,2.98016,3.0858,19.5378,4.28994,2.22107,0.802811,-1,G,18.581,-6.15447,2.13889,17.4009,6.51554,1.70882,2.80712,1,9.3234
148864,664373315,G,21.0871,-3.8343,3.52152,20.4341,5.20605,2.07638,2.39869,1,T,2.85374,1.02651,-0.0653249,2.65982,1.02859,1.67867,-0.0635519,1,4.47285
148864,664418355,G,15.3277,3.71299,-7.79757,12.6625,8.63646,1.17585,-1.12639,-1,G,7.24325,-2.9174,-5.24205,-4.05748,5.99919,-0.633175,-2.07865,-1,16.2707
148864,664474843,G,4.94123,1.50341,3.93282,-2.58405,4.21038,-0.580567,1.20567,1,T,7.74972,-3.1983,1.10677,6.97086,3.38439,1.47002,2.80844,1,10.6558
148864,664533227,G,51.5499,0.282562,-12.1235,-50.1031,12.1268,-2.12615,-1.54749,-1,G,19.3522,-1.49059,-5.42479,-18.5161,5.62585,-1.90674,-1.83895,1,3.018
148864,664545931,G,9.77452,3.00847,-1.12833,-9.23071,3.21311,-1.77745,-0.358817,-1,T,7.87068,-3.19995,0.35669,7.18119,3.21977,1.54215,3.03058,-1,17.5077
148864,664605427,G,7.42093,3.23617,1.47454,-6.51244,3.55627,-1.36552,0.427538,1,G,23.2961,-2.83593,-3.63869,22.8345,4.6133,2.30253,-2.23284,-1,25.9284
148864,664634771,G,11.2013,-5.33948,-0.327317,-9.84077,5.3495,-1.3695,-3.08037,-1,G,8.55078,-6.0471,0.442115,-6.02841,6.06324,-0.877306,3.06861,-1,2.94045
148864,664655027,G,34.7706,-4.73987,-33.7731,6.77475,34.1041,0.197365,-1.71023,1,T,3.2975,0.883329,0.725715,-3.09118,1.14321,-1.72042,0.687755,-1,18.1276
148864,664693827,G,8.94439,0.998919,3.11141,8.3254,3.26783,1.6648,1.26014,-1,G,4.4851,-0.925168,3.55277,2.57426,3.67126,0.653644,1.82555,1,4.13906
148864,664724331,G,14.65,-6.36302,6.43516,-11.5201,9.04982,-1.06186,2.35056,1,T,3.86769,-0.370105,-1.63129,-3.48566,1.67275,-1.48049,-1.7939,1,7.02288
148864,664734619,G,17.5495,4.55539,4.03888,16.4593,6.08804,1.72028,0.725371,1,G,7.92794,-0.141655,-4.11031,6.7769,4.11275,1.27404,-1.60525,-1,9.47055
148864,664763019,G,10.7307,-3.03935,0.837436,-10.2566,3.15261,-1.89567,2.87273,-1,G,7.22975,2.49744,-3.16252,-6.00161,4.02973,-1.18883,-0.902367,-1,7.24904
148864,664758019,G,100.186,-28.4516,1.44301,-96.0501,28.4882,-1.92983,3.09092,1,G,220.628,49.4419,-4.6367,-214.967,49.6588,-2.17154,-0.0935073,-1,75.7579
148864,664881315,G,19.1597,1.6274,-4.13953,18.636,4.44794,2.13975,-1.19622,-1,G,12.2221,1.92795,3.00674,11.6881,3.57176,1.90123,1.00063,1,7.16568
148864,664892179,G,9.25272,0.616615,-7.54437,-5.32014,7.56952,-0.654989,-1.48925,-1,T,6.48932,-1.1046,-0.747719,6.34987,1.33387,2.26435,-2.54653,-1,13.3325
